#K-Path    Energy     s     py     pz     px    dxy    dyz    dz2    dxz  x2-y2    tot
#Band-index    1
   0.546   -19.963  0.622  0.002  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.646
   0.535   -19.970  0.624  0.000  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.640
   0.524   -19.977  0.622  0.000  0.000  0.008  0.000  0.000  0.000  0.000  0.000  0.644
   0.513   -19.984  0.627  0.000  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.650
   0.501   -19.991  0.626  0.000  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.648
   0.490   -19.998  0.622  0.000  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.646
   0.479   -20.004  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.648
   0.468   -20.010  0.622  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.648
   0.457   -20.015  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.646
   0.446   -20.019  0.626  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.646
   0.434   -20.023  0.622  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.647
   0.423   -20.027  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.412   -20.030  0.626  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.401   -20.032  0.628  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.390   -20.033  0.627  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.379   -20.034  0.630  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.367   -20.035  0.630  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.367   -20.035  0.630  0.000  0.000  0.012  0.000  0.000  0.000  0.000  0.000  0.644
   0.348   -20.047  0.626  0.000  0.000  0.010  0.000  0.000  0.000  0.000  0.000  0.650
   0.329   -20.073  0.628  0.000  0.000  0.002  0.000  0.000  0.000  0.000  0.000  0.645
   0.309   -20.102  0.632  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
   0.290   -20.131  0.632  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.646
   0.271   -20.159  0.636  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.644
   0.251   -20.185  0.636  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.640
   0.232   -20.210  0.638  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.642
   0.213   -20.233  0.636  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.640
   0.193   -20.254  0.636  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.638
   0.174   -20.273  0.638  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.642
   0.155   -20.290  0.642  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.642
   0.135   -20.305  0.640  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.000  0.642
